time,geo,tv_ctv_impressions,ooh_impressions,meta_impressions,tiktok_impressions,google_clicks,tv_ctv_spend,ooh_spend,meta_spend,tiktok_spend,google_spend,sales,seas_sin52,seas_cos52,hldy_thanksgiving,hldy_christmas,trend,trend_sq
2023-01-23,national,102115289.95438051,145228983.8370633,151577164.35427937,54427660.79659395,309051.3587731554,1103535.5423054653,705394.1799236389,1190880.000312294,331916.2271004968,819274.1469580677,62300605.814370856,0.38541335945432564,0.9227440286201427,0,0,108.0,11664.0
2023-01-30,national,106476552.89366697,119687856.08738469,140970895.7127506,55671004.84229863,345429.25276729855,1271069.8270998523,661791.7245674685,1146895.5606327523,337966.4706983569,807668.5491787281,63766206.755491,0.49346814167723735,0.8697638720650646,0,0,109.0,11881.0
2023-02-06,national,114157995.04299937,156394979.77559465,154191330.6350674,52830357.636927746,344933.19301387295,1514770.4174860208,769279.621735413,1194121.8101510212,346586.59126185573,835829.9134986332,63893503.81135562,0.5943761565849831,0.804187157621448,0,0,110.0,12100.0
2023-02-13,national,96833566.64696458,91211685.58791725,80815075.00643915,43970293.990533784,340311.0168043005,1059859.797366996,477734.9767256975,655516.502551373,246479.7905220022,791116.1755090303,62152240.425937146,0.6866759803451553,0.726963615332308,0,0,111.0,12321.0
2023-02-20,national,143505708.3064462,174740571.3214789,169102335.69709048,72524753.14314957,348590.4131333134,1699165.730907673,802863.0222000394,1381801.4269861972,429723.0560612159,846702.4916154458,65152572.74053799,0.7690308592589181,0.6392116531380588,0,0,112.0,12544.0
2023-02-27,national,80460770.12708297,106445478.93991068,108720268.40603285,42017008.418665685,326478.88084138813,970875.4989683398,501848.22969841055,871159.7672449499,280039.5015839049,796234.7885830924,63206174.712387875,0.8402480696078469,0.5422021592729844,0,0,113.0,12769.0
2023-03-06,national,74246648.9386931,74641968.02651098,92541572.47968149,40880065.755338944,322599.07282090926,862222.2554083903,397488.30654651683,734000.6205823452,242647.5122399846,789753.1145408184,60606312.82165157,0.8992961915530253,0.4373400963303323,0,0,114.0,12996.0
2023-03-13,national,111175090.21879166,151679632.41586083,145332446.9395553,60605157.48551314,350527.12865185714,1250525.4134312726,765780.6986751702,1154354.6914569433,337461.51120952587,827119.7933237422,64232561.893178746,0.945320046913132,0.3261441535642696,0,0,115.0,13225.0
2023-03-20,national,39947722.099122666,74309344.2812191,132566665.66229163,187290889.9631725,315338.92769663804,479727.9594507124,403331.1890680534,1050053.0963837574,1113050.9631228724,833993.891412207,65656729.142383136,0.9776530844816641,0.2102247521189836,0,0,116.0,13456.0
2023-03-27,national,44201731.08663959,91460079.50687872,119626905.00154343,132288513.95094061,312270.37079268025,524618.4633361223,435012.6216530181,951316.6266466498,738362.8228766689,828697.3462439424,62632610.52950225,0.9958270335100595,0.09126072172931188,0,0,117.0,13689.0
2023-04-03,national,38593510.36608966,82216999.29915649,131265175.4884378,165443941.7191847,333095.650691665,491339.6258625859,419170.194329437,1052426.594055106,980304.521938717,827156.4816388552,64578797.52445169,0.9995786855478958,-0.029025013321975237,0,0,118.0,13924.0
2023-04-10,national,46532377.484019555,84298920.0833671,125535028.98415692,159333018.69770187,344255.9143634255,543261.8435487031,409744.92625474936,997966.161067356,957075.1533488042,828966.4549984587,63146214.8853212,0.9888537064205885,-0.1488903868564548,0,0,119.0,14161.0
2023-04-17,national,45371979.863369115,89387414.63779633,156741711.0525243,169838539.45449752,345048.23148375365,576733.3647966365,424045.98385412915,1283629.832170034,1003769.666094279,840426.0079039383,63344328.1881371,0.9638074231367307,-0.26659942067929354,0,0,120.0,14400.0
2023-04-24,national,31309122.68194368,59043649.62375886,83036140.02434938,108330009.83021706,333173.0688946663,374727.11646856734,291278.72868311376,673759.3044436736,659988.8751267421,801044.2463337237,60364270.928921044,0.9248025743285089,-0.38044736628785164,0,0,121.0,14641.0
2023-05-01,national,48705562.08640984,73930325.16103543,126193719.39454754,154877407.7836826,355223.5926835426,583151.3649884517,367773.465115313,1044670.4873735218,880979.5832699816,818242.8698804668,62300002.55649241,0.8724040568049612,-0.48878539428899265,0,0,122.0,14884.0
2023-05-08,national,41971014.25054743,86396177.23117143,128483198.3424008,160295506.01029348,320317.5506357683,508579.2976871984,423050.7982338525,947861.3711368485,963714.6372693335,832901.1450951936,62395460.229273885,0.8073707443023492,-0.5900444739548627,0,0,123.0,15129.0
2023-05-15,national,59268928.550666854,232500826.762701,0.0,232381752.35669115,332242.6102590139,683051.8791716088,1109807.2997484703,0.0,1268573.864432827,815150.5647463567,61300490.199301295,0.7306444969184916,-0.6827580970759147,0,0,124.0,15376.0
2023-05-22,national,68069217.65647778,313647001.7233946,0.0,168634546.76165947,337347.83802415093,841823.8274415482,1448869.90114495,0.0,1085667.1173854817,835804.9043497646,62357637.8558066,0.6433365204044917,-0.765583517007675,0,0,125.0,15625.0
2023-05-29,national,57691431.8516075,253888215.27356833,0.0,174594387.90576813,330429.8082626381,658479.2422828707,1174157.7444995595,0.0,1049369.538822379,814535.9282025144,59913633.95363568,0.5467112728685939,-0.8373211953118121,0,0,126.0,15876.0
2023-06-05,national,43336233.82175021,228502456.66378242,0.0,197745224.93247437,358966.8048882447,513692.215916408,1151759.35529043,0.0,1162743.359067249,806011.2538872426,59705937.12397339,0.44216815196707204,-0.8969321743510065,0,0,127.0,16129.0
2023-06-12,national,73961649.54627977,236093833.43040732,0.0,223650951.16904956,319932.9820687046,816522.8812881985,1290097.79258245,0.0,1223384.945160151,806706.9057868118,60067754.1160042,0.3312212278016865,-0.9435531242349544,0,0,128.0,16384.0
2023-06-19,national,61740694.38342998,248077948.47922048,0.0,227230209.53043643,317892.57687304245,718320.1141773892,1279268.206796341,0.0,1333950.6855899966,806600.0827085059,60739433.48530852,0.21547731504673012,-0.976508846196619,0,0,129.0,16641.0
2023-06-26,national,74318622.97400604,207215492.70458668,0.0,181888688.70261768,354866.86668031453,857380.3211492989,1066429.303690485,0.0,1137781.293686828,864574.8655991895,60321980.31182819,0.0966127018812031,-0.9953220513156602,0,0,130.0,16900.0
2023-07-03,national,101370635.07155927,283857163.08108246,0.0,217254344.79279304,347489.1745939772,1217080.5623123855,1307276.5568926728,0.0,1295768.1895574634,884809.6044478993,60886546.4314532,-0.023651127245231586,-0.9997202729664083,0,0,131.0,17161.0
2023-07-10,national,86325641.0184621,267523304.26301512,0.0,195056562.86943468,381114.88847597723,987330.4327630543,1267769.2576112945,0.0,1105351.5484806863,868350.7053878016,59543680.692270815,-0.1435724234118113,-0.9896398128792412,0,0,132.0,17424.0
2023-07-17,national,62881455.90314267,146447812.39419034,0.0,164344721.17546737,293171.2956766406,721705.907309261,756257.6188624392,0.0,889033.8866131733,826633.0472138926,59003439.96961359,-0.2614143985111562,-0.965226663665613,0,0,133.0,17689.0
2023-07-24,national,117951484.24211274,0.0,0.0,368230916.2570039,400306.3807818154,1363308.4981270197,0.0,0.0,2168235.4591194424,935641.7686901989,58516048.55874499,-0.3754703786876202,-0.9268343944460494,0,0,134.0,17956.0
2023-07-31,national,100052255.61477438,0.0,0.0,430396919.5550132,393845.9166641309,1165083.8295614033,0.0,0.0,2557230.1903064437,932368.8456452581,59545367.42224185,-0.48408852163897587,-0.8750190302029955,0,0,135.0,18225.0
2023-08-07,national,74465345.7862647,0.0,0.0,310997041.9398717,361539.96694810584,928229.5481205235,0.0,0.0,1837692.3518671275,866274.4531492216,56602057.378287226,-0.5856957398073508,-0.8105309990194823,0,0,136.0,18496.0
2023-08-14,national,101826467.1888963,0.0,0.0,379160128.4232225,390701.0088052944,1238126.657703747,0.0,0.0,2212043.414592718,923372.2505270743,60250884.052374355,-0.6788204829862357,-0.734304263829602,0,0,137.0,18769.0
2023-08-21,national,75443290.59057568,0.0,0.0,272869754.5657894,348144.9210425231,953264.3069772066,0.0,0.0,1626276.810612674,869950.5105752498,53873472.18520651,-0.7621140503891487,-0.6474427960827475,0,0,138.0,19044.0
2023-08-28,national,60182336.62056067,247598965.60575154,0.0,177085596.16751698,360585.8516657524,712871.536525645,1256576.9139516116,0.0,1029117.8770350096,889059.1487438037,57419705.32822442,-0.8343701235229537,-0.5512045872199277,0,0,139.0,19321.0
2023-09-04,national,43197194.21196424,170104723.6566503,0.0,115683032.22212929,342448.23223095713,491595.31631024915,849153.8372077682,0.0,701986.3597013325,843027.4715418089,56729408.85865629,-0.8945422369764496,-0.4469834295196742,0,0,140.0,19600.0
2023-09-11,national,69956735.77777515,254810047.99482816,0.0,185597298.32067063,375634.34881848755,795016.5603291648,1285557.7483308243,0.0,1063722.726993079,902190.9817718001,59502927.791128196,-0.9417589340994617,-0.33628873017668287,0,0,141.0,19881.0
2023-09-18,national,71433776.85581021,255335266.83900055,0.0,161103973.15401477,359690.42090533837,871987.2953750374,1247468.6603603195,0.0,985859.5280350851,886370.9352906127,58841498.76396871,-0.9753363880767837,-0.2207236509605022,0,0,142.0,20164.0
2023-09-25,national,55517115.66303857,281366884.3038565,0.0,202891781.15226677,383141.1190764239,750947.0872176129,1260691.814924351,0.0,1248748.6336403843,906522.5507089999,58517174.4574087,-0.994788305609327,-0.10196189005174576,0,0,143.0,20449.0
2023-10-02,national,61716102.79841843,253089901.97553024,0.0,175942328.63200486,340830.2508031949,730773.7849143744,1145793.3080592009,0.0,1053287.9561807604,883573.0979319393,58051609.38048712,-0.999832969770105,0.018276557681691223,0,0,144.0,20736.0
2023-10-09,national,59728133.31280257,320188619.8312903,0.0,166545627.95327982,377248.7698636636,685962.3331885003,1492812.5790079131,0.0,985244.6368557331,892105.6925248656,60562370.32701365,-0.9903973200352558,0.13825031091098192,0,0,145.0,21025.0
2023-10-16,national,80106558.82986799,104773940.63211967,95487838.60686919,178750900.81811845,357290.73162304924,1007451.9957127086,555169.8175165295,697481.8298092927,979093.983807541,876286.0658747874,59545261.35969203,-0.9666180104000972,0.2562218218071163,0,0,146.0,21316.0
2023-10-23,national,96753259.51571697,103582151.97461994,73841930.60976507,156203299.55423158,330397.3424678973,1028115.5787481854,551413.6066416448,564205.8018540822,991758.2493921972,886455.7796593673,67038935.82015795,-0.9288394302558068,0.3704825404820963,0,0,147.0,21609.0
2023-10-30,national,108401927.60043249,137254742.77732116,87677888.8528303,167448676.7550181,347848.57951218233,1250720.037545071,653044.573613848,708236.597100274,995961.6188293634,913224.038752265,62807631.05748195,-0.8776087166898392,0.4793776594606945,0,0,148.0,21904.0
2023-11-06,national,87487638.75743431,117937202.21590127,90198556.8027351,177666620.39603576,394573.1446772147,1077207.2802887778,577180.8819398815,695979.7838211379,967615.5364564019,917585.9951322606,65212582.84858854,-0.8136678304455991,0.5813300798152042,0,0,149.0,22201.0
2023-11-13,national,96867804.45624724,120370367.70928518,95685127.2345299,152188429.75409886,364282.6310767545,1140614.5408186459,588165.7910118384,681024.6962257302,934996.6596906391,888534.5399412703,65087542.41691047,-0.7379428103031386,0.6748632518680403,0,0,150.0,22500.0
2023-11-20,national,65794651.113259666,138928796.64189807,106633539.22930904,176019235.08901533,364776.94095942046,789846.6021785244,741438.5661776065,882765.5894272532,1043697.3268452176,883983.7733524351,67840663.60815567,-0.6515303615068021,0.75862255966641,0,0,151.0,22801.0
2023-11-27,national,59360922.125279516,99712967.77426961,77801430.42711939,149312590.17808044,351070.06385898,749244.8856529361,532395.3374331214,600844.6807688106,927731.4506947543,858443.3406947956,66070289.970271505,-0.5556819724760489,0.8313949395234058,1,0,152.0,23104.0
2023-12-04,national,68838349.76645745,147445851.0320705,98465253.91904825,196501992.36999217,366066.87330818817,899236.0090304795,733612.894786445,753290.0530036228,1123572.400771618,895663.7840105512,67501146.514928,-0.451785789832884,0.8921264484954345,0,0,153.0,23409.0
2023-12-11,national,41074819.21135726,84771829.91344777,62056800.24776455,100995705.79110454,366829.49421193206,494219.0510781221,468057.9063774977,477245.15341859666,680943.44976781,837125.5326814298,65495600.64964517,-0.34134651424503615,0.9399375283564133,0,0,154.0,23716.0
2023-12-18,national,62664558.816742085,134577929.99767572,89531771.91088124,150309054.68772274,357419.61564446887,707774.0009767504,667053.3053270075,685712.6885217861,944895.8204183199,899954.4757938471,68973240.61749057,-0.22596360824801906,0.974135744004672,0,0,155.0,24025.0
2023-12-25,national,66232314.64266849,127404330.10835683,78567981.57238622,162341162.71057156,335448.4787453324,725526.9866450852,650069.7770390428,652625.3778349387,939551.6323764846,876581.938692404,68709882.2113823,-0.10730813165636247,0.9942258118156161,0,1,156.0,24336.0
