geo,week,spend,revenue
Geo 06,2023-12-04,14988.37,116546.58
Geo 06,2023-12-11,14882.9,118762.72
Geo 06,2023-12-18,14923.57,120034.8
Geo 06,2023-12-25,14083.19,119119.43
Geo 06,2024-01-01,15246.7,117897.22
Geo 06,2024-01-08,16308.17,117481.42
Geo 06,2024-01-15,16007.47,116593.32
Geo 06,2024-01-22,15192.62,121272.43
Geo 06,2024-01-29,15899.82,121732.09
Geo 06,2024-02-05,11593.75,120505.11
Geo 06,2024-02-12,11179.83,122124.04
Geo 06,2024-02-19,11295.77,123827.19
Geo 06,2024-02-26,11292.55,126012.44
Geo 06,2024-03-04,11508.15,124306.47
Geo 06,2024-03-11,11373.58,126694.33
Geo 06,2024-03-18,11385.56,128874.79
Geo 06,2024-03-25,11355.21,128752.36
Geo 07,2022-04-04,17124.67,138460.25
Geo 07,2022-04-11,16749.23,139670.4
Geo 07,2022-04-18,16804.47,139530.75
Geo 07,2022-04-25,17508.03,141086.95
Geo 07,2022-05-02,16894.69,140329.69
Geo 07,2022-05-09,17148.42,140944.31
Geo 07,2022-05-16,17363.52,139216.47
Geo 07,2022-05-23,16008.3,138718.39
Geo 07,2022-05-30,15778.8,137064.37
Geo 07,2022-06-06,16493.04,136800.86
Geo 07,2022-06-13,15655.88,133869.95
Geo 07,2022-06-20,15380.27,134936.08
Geo 07,2022-06-27,15633.28,131424.18
Geo 07,2022-07-04,15187.75,129782.68
Geo 07,2022-07-11,14653.26,129426.95
Geo 07,2022-07-18,14706.56,127086.23
Geo 07,2022-07-25,14298.52,129214.17
Geo 07,2022-08-01,14505.65,123840.69
Geo 07,2022-08-08,14112.93,125996.5
Geo 07,2022-08-15,13487.26,126010.72
Geo 07,2022-08-22,14180.0,124584.73
Geo 07,2022-08-29,13808.92,121584.37
Geo 07,2022-09-05,14296.54,123419.42
Geo 07,2022-09-12,14221.46,125499.62
Geo 07,2022-09-19,14301.33,124753.49
Geo 07,2022-09-26,14536.64,121010.3
Geo 07,2022-10-03,14270.39,118724.75
Geo 07,2022-10-10,14882.79,120568.76
Geo 07,2022-10-17,15496.98,122505.51
Geo 07,2022-10-24,14454.26,121092.49
Geo 07,2022-10-31,14272.28,124931.35
Geo 07,2022-11-07,14868.7,124755.55
Geo 07,2022-11-14,15117.09,125092.66
Geo 07,2022-11-21,15305.57,123982.53
Geo 07,2022-11-28,16163.18,126331.4
Geo 07,2022-12-05,16003.01,127705.82
Geo 07,2022-12-12,16620.16,128222.53
Geo 07,2022-12-19,16420.2,130381.62
Geo 07,2022-12-26,16106.95,130134.79
Geo 07,2023-01-02,16089.52,131115.57
Geo 07,2023-01-09,16872.38,131270.15
Geo 07,2023-01-16,17103.78,129112.27
Geo 07,2023-01-23,16708.15,124055.62
Geo 07,2023-01-30,17302.55,132186.15
Geo 07,2023-02-06,17920.11,131741.47
Geo 07,2023-02-13,18960.33,128622.97
Geo 07,2023-02-20,18021.98,133870.91
Geo 07,2023-02-27,18214.45,134849.81
Geo 07,2023-03-06,18919.18,135586.86
Geo 07,2023-03-13,18849.87,137143.93
Geo 07,2023-03-20,18892.46,137218.88
Geo 07,2023-03-27,17879.34,137942.21
Geo 07,2023-04-03,17143.66,140190.12
Geo 07,2023-04-10,16690.33,143483.32
Geo 07,2023-04-17,17879.23,146619.78
Geo 07,2023-04-24,17827.51,145330.79
Geo 07,2023-05-01,17740.85,145142.08
Geo 07,2023-05-08,17173.45,143179.27
Geo 07,2023-05-15,17871.22,144230.99
Geo 07,2023-05-22,16941.41,145214.48
Geo 07,2023-05-29,16818.13,141898.42
Geo 07,2023-06-05,17110.03,140541.21
Geo 07,2023-06-12,17162.2,138710.2
Geo 07,2023-06-19,17602.66,138936.77
Geo 07,2023-06-26,16578.83,140065.87
Geo 07,2023-07-03,16484.97,132565.06
Geo 07,2023-07-10,16398.51,129611.02
Geo 07,2023-07-17,15386.56,126543.12
Geo 07,2023-07-24,15068.92,124581.47
Geo 07,2023-07-31,15672.47,127071.15
Geo 07,2023-08-07,16616.48,125202.41
Geo 07,2023-08-14,15408.3,124491.55
Geo 07,2023-08-21,15503.29,122156.18
Geo 07,2023-08-28,14796.29,120517.25
Geo 07,2023-09-04,16151.43,126115.6
Geo 07,2023-09-11,15438.95,125336.47
Geo 07,2023-09-18,15306.12,125605.04
Geo 07,2023-09-25,15591.59,123750.48
Geo 07,2023-10-02,15453.17,126661.53
Geo 07,2023-10-09,16445.76,128211.59
Geo 07,2023-10-16,16264.69,126808.47
Geo 07,2023-10-23,16398.28,128940.97
Geo 07,2023-10-30,16092.24,130578.89
Geo 07,2023-11-06,15911.03,131196.37
Geo 07,2023-11-13,16021.92,129068.17
Geo 07,2023-11-20,16200.42,132291.24
Geo 07,2023-11-27,17064.75,131915.8
Geo 07,2023-12-04,17572.82,131305.59
Geo 07,2023-12-11,17474.9,129695.37
Geo 07,2023-12-18,17715.5,134243.95
Geo 07,2023-12-25,18747.24,134880.41
Geo 07,2024-01-01,17969.26,130880.44
Geo 07,2024-01-08,17290.88,133511.59
Geo 07,2024-01-15,17459.26,133549.15
Geo 07,2024-01-22,18052.43,133401.02
Geo 07,2024-01-29,17892.61,136922.3
Geo 07,2024-02-05,19108.32,134962.44
Geo 07,2024-02-12,19395.75,137960.23
Geo 07,2024-02-19,19983.44,137265.47
Geo 07,2024-02-26,20245.14,140143.34
Geo 07,2024-03-04,20472.67,137124.49
Geo 07,2024-03-11,18935.35,137668.92
Geo 07,2024-03-18,18873.61,138012.66
Geo 07,2024-03-25,19247.82,141051.42
Geo 08,2022-04-04,17227.28,136782.32
Geo 08,2022-04-11,16066.14,133599.89
Geo 08,2022-04-18,16614.12,130195.89
Geo 08,2022-04-25,16690.08,135559.54
Geo 08,2022-05-02,15614.64,140017.33
Geo 08,2022-05-09,16402.19,138863.84
Geo 08,2022-05-16,16034.76,139437.51
Geo 08,2022-05-23,15653.77,136595.49
Geo 08,2022-05-30,15790.02,133881.34
Geo 08,2022-06-06,15921.69,131327.82
Geo 08,2022-06-13,16056.22,130414.3
Geo 08,2022-06-20,15072.06,127909.51
Geo 08,2022-06-27,15632.37,126770.03
Geo 08,2022-07-04,15542.41,132087.76
Geo 08,2022-07-11,14835.05,126311.47
Geo 08,2022-07-18,15370.69,124431.51
Geo 08,2022-07-25,14741.45,126816.6
Geo 08,2022-08-01,14183.3,121345.8
Geo 08,2022-08-08,14963.86,126220.68
Geo 08,2022-08-15,14491.71,119900.05
Geo 08,2022-08-22,14256.09,118158.15
Geo 08,2022-08-29,14975.4,117868.39
Geo 08,2022-09-05,14520.64,118938.02
Geo 08,2022-09-12,14031.26,119837.3
Geo 08,2022-09-19,14815.89,122159.82
Geo 08,2022-09-26,13862.83,123479.42
Geo 08,2022-10-03,13539.01,117890.69
Geo 08,2022-10-10,14663.64,119064.88
Geo 08,2022-10-17,14513.96,118161.65
Geo 08,2022-10-24,14805.08,120910.05
Geo 08,2022-10-31,15070.81,122113.16
Geo 08,2022-11-07,15003.29,122071.29
Geo 08,2022-11-14,15150.03,122773.54
Geo 08,2022-11-21,15095.55,129011.07
Geo 08,2022-11-28,15421.94,131612.32
Geo 08,2022-12-05,16129.72,127026.74
Geo 08,2022-12-12,16995.64,128533.66
Geo 08,2022-12-19,16997.44,128187.6
Geo 08,2022-12-26,17618.33,128362.75
Geo 08,2023-01-02,17465.91,130103.36
Geo 08,2023-01-09,17699.22,129108.42
Geo 08,2023-01-16,17512.27,127734.17
Geo 08,2023-01-23,18379.89,132770.52
Geo 08,2023-01-30,18080.38,132991.7
Geo 08,2023-02-06,17595.34,136291.29
Geo 08,2023-02-13,17615.76,129979.81
Geo 08,2023-02-20,17724.56,132598.64
Geo 08,2023-02-27,18613.32,129354.63
Geo 08,2023-03-06,17779.37,131606.62
Geo 08,2023-03-13,17821.67,131710.11
Geo 08,2023-03-20,18610.61,134132.74
Geo 08,2023-03-27,18046.79,134209.93
Geo 08,2023-04-03,18375.9,137329.72
Geo 08,2023-04-10,18769.85,139360.61
Geo 08,2023-04-17,18713.78,143586.64
Geo 08,2023-04-24,17515.27,145800.53
Geo 08,2023-05-01,18294.4,143763.76
Geo 08,2023-05-08,17502.29,141294.74
Geo 08,2023-05-15,16370.04,141634.15
Geo 08,2023-05-22,17095.36,143187.77
Geo 08,2023-05-29,17144.25,138352.2
Geo 08,2023-06-05,17726.01,138979.06
Geo 08,2023-06-12,17446.92,137892.69
Geo 08,2023-06-19,17653.52,135782.38
Geo 08,2023-06-26,16454.66,132852.05
Geo 08,2023-07-03,17118.08,128829.79
Geo 08,2023-07-10,16304.41,127098.35
Geo 08,2023-07-17,16044.67,126844.84
Geo 08,2023-07-24,15796.77,124318.89
Geo 08,2023-07-31,15578.78,124123.79
Geo 08,2023-08-07,15849.55,120319.84
Geo 08,2023-08-14,15542.5,119406.93
Geo 08,2023-08-21,15788.12,118694.99
Geo 08,2023-08-28,15684.55,119352.01
Geo 08,2023-09-04,14813.54,117815.99
Geo 08,2023-09-11,15826.66,121788.83
Geo 08,2023-09-18,15368.88,122229.04
Geo 08,2023-09-25,14251.09,123804.19
Geo 08,2023-10-02,15582.57,124766.47
Geo 08,2023-10-09,15781.59,125295.3
Geo 08,2023-10-16,16103.15,128760.2
Geo 08,2023-10-23,15602.95,125552.46
Geo 08,2023-10-30,15987.37,127312.88
Geo 08,2023-11-06,16038.64,128245.12
Geo 08,2023-11-13,16816.6,125100.94
Geo 08,2023-11-20,16249.35,128144.22
Geo 08,2023-11-27,16189.34,131898.02
Geo 08,2023-12-04,17180.55,131765.11
Geo 08,2023-12-11,17261.85,132070.57
Geo 08,2023-12-18,16978.56,133842.06
Geo 08,2023-12-25,17301.17,134111.75
Geo 08,2024-01-01,18289.76,131933.61
Geo 08,2024-01-08,17482.18,131167.08
Geo 08,2024-01-15,17895.49,132007.82
Geo 08,2024-01-22,18250.13,135969.41
Geo 08,2024-01-29,19499.31,135117.62
Geo 08,2024-02-05,13233.2,138002.38
Geo 08,2024-02-12,13318.72,133675.69
Geo 08,2024-02-19,12995.01,139883.9
Geo 08,2024-02-26,13118.52,136158.2
Geo 08,2024-03-04,12612.54,137847.47
Geo 08,2024-03-11,13347.0,142235.24
Geo 08,2024-03-18,13258.79,139527.92
Geo 08,2024-03-25,13682.79,142284.54
Geo 09,2022-04-04,19569.15,161960.74
Geo 09,2022-04-11,19699.94,162878.12
Geo 09,2022-04-18,19268.71,160656.54
Geo 09,2022-04-25,19009.42,164648.46
Geo 09,2022-05-02,19828.79,167423.2
Geo 09,2022-05-09,19739.32,162940.35
Geo 09,2022-05-16,19445.87,161232.21
Geo 09,2022-05-23,18991.94,162594.26
Geo 09,2022-05-30,18682.64,161167.27
Geo 09,2022-06-06,18618.04,159518.78
Geo 09,2022-06-13,18171.37,156209.88
Geo 09,2022-06-20,18246.67,154287.17
Geo 09,2022-06-27,17460.21,153201.06
Geo 09,2022-07-04,17808.85,155203.82
Geo 09,2022-07-11,17754.44,150926.2
Geo 09,2022-07-18,17363.89,146813.66
Geo 09,2022-07-25,17794.31,149266.48
Geo 09,2022-08-01,16950.33,147136.42
Geo 09,2022-08-08,17021.23,145652.74
Geo 09,2022-08-15,17040.43,142911.14
Geo 09,2022-08-22,17678.97,140951.75
Geo 09,2022-08-29,17232.38,138932.18
Geo 09,2022-09-05,16643.2,141438.02
Geo 09,2022-09-12,16828.08,142953.7
Geo 09,2022-09-19,16708.14,144247.88
Geo 09,2022-09-26,17861.85,144261.53
Geo 09,2022-10-03,16449.7,142939.56
Geo 09,2022-10-10,17093.96,148197.26
Geo 09,2022-10-17,16939.3,149817.32
Geo 09,2022-10-24,17435.36,151559.57
Geo 09,2022-10-31,17575.56,155829.36
Geo 09,2022-11-07,16457.2,151527.8
Geo 09,2022-11-14,17885.59,151912.18
Geo 09,2022-11-21,17952.16,147976.02
Geo 09,2022-11-28,19310.1,153665.19
Geo 09,2022-12-05,19134.84,156483.35
Geo 09,2022-12-12,19389.98,152752.03
Geo 09,2022-12-19,18849.6,155221.84
Geo 09,2022-12-26,18972.54,158820.81
Geo 09,2023-01-02,18912.1,160857.07
Geo 09,2023-01-09,19583.9,160145.43
Geo 09,2023-01-16,20033.6,158671.41
Geo 09,2023-01-23,18954.6,154746.24
Geo 09,2023-01-30,20366.63,155595.63
Geo 09,2023-02-06,20424.56,159027.03
Geo 09,2023-02-13,21452.27,159715.02
Geo 09,2023-02-20,20428.58,165425.24
Geo 09,2023-02-27,20339.07,162400.5
Geo 09,2023-03-06,20660.3,163643.42
Geo 09,2023-03-13,19670.01,168294.07
Geo 09,2023-03-20,21648.7,171280.74
Geo 09,2023-03-27,22354.59,173434.22
Geo 09,2023-04-03,22208.21,170515.27
Geo 09,2023-04-10,21750.89,171697.71
Geo 09,2023-04-17,20212.01,174254.14
Geo 09,2023-04-24,19868.08,174444.35
Geo 09,2023-05-01,20445.69,175343.29
Geo 09,2023-05-08,20981.72,174532.79
Geo 09,2023-05-15,19961.17,174379.84
Geo 09,2023-05-22,19956.18,168620.68
Geo 09,2023-05-29,19228.11,171215.54
Geo 09,2023-06-05,19729.13,168630.09
Geo 09,2023-06-12,18711.18,166849.64
Geo 09,2023-06-19,17889.36,167969.01
Geo 09,2023-06-26,18122.85,166465.84
Geo 09,2023-07-03,19202.32,163413.59
Geo 09,2023-07-10,18890.51,161129.84
Geo 09,2023-07-17,17818.6,161371.83
Geo 09,2023-07-24,18694.77,156803.46
Geo 09,2023-07-31,18123.37,155512.81
Geo 09,2023-08-07,18556.39,154596.22
Geo 09,2023-08-14,17907.8,149904.38
Geo 09,2023-08-21,17510.9,148502.68
Geo 09,2023-08-28,17414.77,148484.87
Geo 09,2023-09-04,18558.86,153323.34
Geo 09,2023-09-11,18578.3,152129.34
Geo 09,2023-09-18,18362.55,152915.39
Geo 09,2023-09-25,17779.71,153185.71
Geo 09,2023-10-02,19690.23,151414.81
Geo 09,2023-10-09,18954.35,154726.0
Geo 09,2023-10-16,18839.13,159440.25
Geo 09,2023-10-23,18759.71,156730.77
Geo 09,2023-10-30,17832.93,158797.15
Geo 09,2023-11-06,19233.6,160322.62
Geo 09,2023-11-13,19855.62,165304.33
Geo 09,2023-11-20,19790.59,162514.14
Geo 09,2023-11-27,19387.64,161668.9
Geo 09,2023-12-04,19391.38,166057.95
Geo 09,2023-12-11,19245.04,168005.92
Geo 09,2023-12-18,19308.13,168424.77
Geo 09,2023-12-25,19258.14,167748.99
Geo 09,2024-01-01,21098.69,166089.03
Geo 09,2024-01-08,20392.3,164003.26
Geo 09,2024-01-15,20094.51,167962.25
Geo 09,2024-01-22,20229.23,168573.43
Geo 09,2024-01-29,20936.83,171238.73
Geo 09,2024-02-05,15201.99,170581.05
Geo 09,2024-02-12,14675.74,170341.76
Geo 09,2024-02-19,15460.64,170317.45
Geo 09,2024-02-26,16548.76,166641.21
Geo 09,2024-03-04,16599.79,168375.26
Geo 09,2024-03-11,15098.46,171575.2
Geo 09,2024-03-18,15848.35,173446.48
Geo 09,2024-03-25,15785.23,175094.44
Geo 10,2022-04-04,19283.74,167965.64
Geo 10,2022-04-11,19113.06,162965.47
Geo 10,2022-04-18,18477.49,164664.76
Geo 10,2022-04-25,18384.37,166891.56
Geo 10,2022-05-02,19263.24,165583.14
Geo 10,2022-05-09,18625.98,166739.2
Geo 10,2022-05-16,19374.46,165936.34
Geo 10,2022-05-23,19108.0,160620.6
Geo 10,2022-05-30,18251.88,155801.4
Geo 10,2022-06-06,18392.57,156586.86
Geo 10,2022-06-13,18178.55,154078.96
Geo 10,2022-06-20,18216.56,155160.94
Geo 10,2022-06-27,17791.37,152097.87
Geo 10,2022-07-04,17725.34,153422.82
Geo 10,2022-07-11,17951.07,150917.66
Geo 10,2022-07-18,17524.14,152493.5
Geo 10,2022-07-25,17191.12,150469.32
Geo 10,2022-08-01,16165.64,151857.7
Geo 10,2022-08-08,18137.76,146759.2
Geo 10,2022-08-15,17328.04,145761.53
Geo 10,2022-08-22,17232.93,139317.52
Geo 10,2022-08-29,16091.39,139881.17
Geo 10,2022-09-05,16342.04,140918.19
Geo 10,2022-09-12,15939.23,142006.62
Geo 10,2022-09-19,16602.66,144908.59
Geo 10,2022-09-26,16607.34,143946.06
Geo 10,2022-10-03,15844.54,140328.1
Geo 10,2022-10-10,16238.16,142497.09
Geo 10,2022-10-17,16781.48,143012.53
Geo 10,2022-10-24,17316.85,145795.17
Geo 10,2022-10-31,17122.9,146419.97
Geo 10,2022-11-07,17527.66,147792.11
Geo 10,2022-11-14,17350.54,145390.03
Geo 10,2022-11-21,18466.36,143978.2
Geo 10,2022-11-28,18744.72,150105.72
Geo 10,2022-12-05,17862.66,151826.62
Geo 10,2022-12-12,18509.4,150515.09
Geo 10,2022-12-19,18499.78,152417.6
Geo 10,2022-12-26,19342.56,153931.51
Geo 10,2023-01-02,20487.76,156514.75
Geo 10,2023-01-09,19649.71,157119.68
Geo 10,2023-01-16,20402.63,153883.5
Geo 10,2023-01-23,20344.95,151967.75
Geo 10,2023-01-30,19584.84,150507.32
Geo 10,2023-02-06,20398.28,156272.51
Geo 10,2023-02-13,20984.41,154232.51
Geo 10,2023-02-20,21649.64,156451.6
Geo 10,2023-02-27,20679.77,158816.69
Geo 10,2023-03-06,21038.67,161627.84
Geo 10,2023-03-13,20968.44,162370.69
Geo 10,2023-03-20,21549.47,166394.98
Geo 10,2023-03-27,21312.58,168882.66
Geo 10,2023-04-03,21074.79,169759.34
Geo 10,2023-04-10,20835.15,169639.6
Geo 10,2023-04-17,21547.77,171492.56
Geo 10,2023-04-24,20125.82,168926.99
Geo 10,2023-05-01,19085.35,170808.41
Geo 10,2023-05-08,20086.84,172710.2
Geo 10,2023-05-15,19785.88,175196.67
Geo 10,2023-05-22,19702.91,173410.91
Geo 10,2023-05-29,19712.32,169546.44
Geo 10,2023-06-05,19265.37,167651.05
Geo 10,2023-06-12,18865.08,170298.24
Geo 10,2023-06-19,19173.21,168995.89
Geo 10,2023-06-26,19124.64,162300.88
Geo 10,2023-07-03,19001.88,160759.54
Geo 10,2023-07-10,17784.06,157443.88
Geo 10,2023-07-17,18306.19,150625.56
Geo 10,2023-07-24,18976.43,155329.1
Geo 10,2023-07-31,17976.56,154086.2
Geo 10,2023-08-07,17914.52,152310.73
Geo 10,2023-08-14,17766.69,154022.27
Geo 10,2023-08-21,17416.4,149075.49
Geo 10,2023-08-28,16923.05,149551.85
Geo 10,2023-09-04,17488.95,149995.17
Geo 10,2023-09-11,17446.14,154774.48
Geo 10,2023-09-18,17431.61,155566.47
Geo 10,2023-09-25,16869.13,152921.66
Geo 10,2023-10-02,17142.28,150171.57
Geo 10,2023-10-09,17774.41,151986.12
Geo 10,2023-10-16,18338.62,153733.36
Geo 10,2023-10-23,18866.41,150568.29
Geo 10,2023-10-30,19462.94,156251.42
Geo 10,2023-11-06,18885.99,157029.5
Geo 10,2023-11-13,18920.11,160045.76
Geo 10,2023-11-20,19649.15,158690.69
Geo 10,2023-11-27,19469.19,158994.53
Geo 10,2023-12-04,19006.71,161168.5
Geo 10,2023-12-11,20396.34,163007.54
Geo 10,2023-12-18,21003.26,162246.36
Geo 10,2023-12-25,20618.94,159908.05
Geo 10,2024-01-01,19959.14,159082.35
Geo 10,2024-01-08,20535.2,161751.19
Geo 10,2024-01-15,21069.84,166566.63
Geo 10,2024-01-22,20536.84,166579.43
Geo 10,2024-01-29,20910.25,168721.86
Geo 10,2024-02-05,21544.44,169662.17
Geo 10,2024-02-12,22444.38,171645.16
Geo 10,2024-02-19,21514.66,170778.0
Geo 10,2024-02-26,21229.89,169390.56
Geo 10,2024-03-04,21616.98,169763.49
Geo 10,2024-03-11,21335.73,168925.23
Geo 10,2024-03-18,21557.03,174217.15
Geo 10,2024-03-25,23174.58,175980.53
Geo 11,2022-04-04,21892.09,186584.67
Geo 11,2022-04-11,23100.16,183601.84
Geo 11,2022-04-18,23129.36,187999.07
Geo 11,2022-04-25,21918.77,184268.16
Geo 11,2022-05-02,21908.03,186285.57
Geo 11,2022-05-09,22362.33,192634.27
Geo 11,2022-05-16,22447.96,195120.09
Geo 11,2022-05-23,23754.88,192456.72
Geo 11,2022-05-30,22418.27,190016.68
Geo 11,2022-06-06,21971.99,182316.04
Geo 11,2022-06-13,21630.75,181149.07
Geo 11,2022-06-20,20848.51,176528.66
Geo 11,2022-06-27,21134.73,172856.81
Geo 11,2022-07-04,20606.22,172165.74
Geo 11,2022-07-11,20483.14,168178.92
Geo 11,2022-07-18,20254.59,174643.79
Geo 11,2022-07-25,19445.38,167610.02
Geo 11,2022-08-01,19602.89,161860.51
Geo 11,2022-08-08,19385.33,162230.34
Geo 11,2022-08-15,20641.11,159204.72
Geo 11,2022-08-22,20085.08,161320.82
Geo 11,2022-08-29,19840.61,160165.46
Geo 11,2022-09-05,18924.29,158368.07
Geo 11,2022-09-12,19328.02,163203.98
Geo 11,2022-09-19,20459.55,163173.22
Geo 11,2022-09-26,20671.75,167013.89
Geo 11,2022-10-03,20859.25,165968.15
Geo 11,2022-10-10,20044.68,169222.21
Geo 11,2022-10-17,20333.47,170232.42
Geo 11,2022-10-24,20028.85,168381.44
Geo 11,2022-10-31,20532.37,172375.63
Geo 11,2022-11-07,21046.3,172019.32
Geo 11,2022-11-14,21838.24,172036.1
Geo 11,2022-11-21,21806.11,167498.1
Geo 11,2022-11-28,21792.55,169139.14
Geo 11,2022-12-05,21960.64,171773.9
Geo 11,2022-12-12,21989.45,176277.71
Geo 11,2022-12-19,22208.86,179850.68
Geo 11,2022-12-26,22159.4,177902.67
Geo 11,2023-01-02,22700.15,174352.01
Geo 11,2023-01-09,22670.4,173132.93
Geo 11,2023-01-16,23957.62,181357.47
Geo 11,2023-01-23,24029.2,180938.16
Geo 11,2023-01-30,23980.57,180239.83
Geo 11,2023-02-06,24236.5,186218.93
Geo 11,2023-02-13,22322.65,182694.11
Geo 11,2023-02-20,23568.57,184489.08
Geo 11,2023-02-27,23907.59,182171.61
Geo 11,2023-03-06,24008.56,181914.99
Geo 11,2023-03-13,24636.25,185807.63
Geo 11,2023-03-20,26246.31,191476.35
Geo 11,2023-03-27,25074.24,189489.31
Geo 11,2023-04-03,25730.09,190895.01
Geo 11,2023-04-10,24509.55,197964.15
Geo 11,2023-04-17,24535.78,194309.66
Geo 11,2023-04-24,25672.23,193401.83
Geo 11,2023-05-01,22934.0,198422.89
Geo 11,2023-05-08,23933.27,200307.38
Geo 11,2023-05-15,23260.96,195423.84
Geo 11,2023-05-22,22661.11,194099.05
Geo 11,2023-05-29,23020.92,192824.75
Geo 11,2023-06-05,23652.86,195743.58
Geo 11,2023-06-12,22920.96,194755.87
Geo 11,2023-06-19,22841.81,190774.11
Geo 11,2023-06-26,22931.33,186020.5
Geo 11,2023-07-03,22370.24,184831.41
Geo 11,2023-07-10,22070.6,177732.26
Geo 11,2023-07-17,22334.19,180087.04
Geo 11,2023-07-24,21158.8,178981.62
Geo 11,2023-07-31,21573.25,172877.21
Geo 11,2023-08-07,21803.5,168348.66
Geo 11,2023-08-14,20573.14,172034.65
Geo 11,2023-08-21,21939.84,170712.97
Geo 11,2023-08-28,20831.97,163674.46
Geo 11,2023-09-04,20355.56,162692.12
Geo 11,2023-09-11,21031.55,167169.32
Geo 11,2023-09-18,20357.51,164793.5
Geo 11,2023-09-25,21666.29,166524.2
Geo 11,2023-10-02,20809.48,169080.24
Geo 11,2023-10-09,21435.83,172821.93
Geo 11,2023-10-16,20731.31,177134.57
Geo 11,2023-10-23,20820.7,173679.59
Geo 11,2023-10-30,21301.48,176588.43
Geo 11,2023-11-06,22426.61,176611.93
Geo 11,2023-11-13,22722.96,178053.55
Geo 11,2023-11-20,22543.32,178018.83
Geo 11,2023-11-27,22307.79,181253.36
Geo 11,2023-12-04,22704.49,183967.51
Geo 11,2023-12-11,23067.9,183081.24
Geo 11,2023-12-18,24859.51,179966.14
Geo 11,2023-12-25,24548.08,181698.32
Geo 11,2024-01-01,24054.72,182966.68
Geo 11,2024-01-08,24817.81,186954.34
Geo 11,2024-01-15,24411.96,184222.04
Geo 11,2024-01-22,24410.59,189421.6
Geo 11,2024-01-29,25087.58,194493.69
Geo 11,2024-02-05,25717.72,190001.16
Geo 11,2024-02-12,24863.89,184139.34
Geo 11,2024-02-19,26139.83,186034.92
Geo 11,2024-02-26,25566.58,189930.93
Geo 11,2024-03-04,25600.36,195204.85
Geo 11,2024-03-11,26788.02,195059.82
Geo 11,2024-03-18,25673.9,200000.26
Geo 11,2024-03-25,25530.89,199707.07
Geo 12,2022-04-04,22932.93,191101.61
Geo 12,2022-04-11,23452.51,192986.92
Geo 12,2022-04-18,22687.2,190698.73
Geo 12,2022-04-25,23387.65,191269.75
Geo 12,2022-05-02,23069.46,190518.45
Geo 12,2022-05-09,22138.21,188584.43
Geo 12,2022-05-16,22559.39,189254.06
Geo 12,2022-05-23,22715.28,182428.11
Geo 12,2022-05-30,23506.14,184126.21
Geo 12,2022-06-06,21600.07,180956.15
Geo 12,2022-06-13,21326.18,180698.45
Geo 12,2022-06-20,20914.69,180964.47
Geo 12,2022-06-27,21273.95,179085.35
Geo 12,2022-07-04,20373.85,177088.88
Geo 12,2022-07-11,19823.19,171372.79
Geo 12,2022-07-18,19867.21,169824.62
Geo 12,2022-07-25,19510.56,168423.61
Geo 12,2022-08-01,20211.45,164191.58
Geo 12,2022-08-08,20037.6,163033.26
Geo 12,2022-08-15,18811.43,162955.36
Geo 12,2022-08-22,18709.51,163282.54
Geo 12,2022-08-29,19844.17,162831.11
Geo 12,2022-09-05,19137.37,163681.0
Geo 12,2022-09-12,18897.14,167356.49
Geo 12,2022-09-19,18928.39,166174.81
Geo 12,2022-09-26,19850.14,166385.95
Geo 12,2022-10-03,20224.42,164456.84
Geo 12,2022-10-10,21158.71,164186.29
Geo 12,2022-10-17,21400.44,164538.82
Geo 12,2022-10-24,20547.18,163037.31
Geo 12,2022-10-31,20998.44,165950.7
Geo 12,2022-11-07,20617.83,172191.97
Geo 12,2022-11-14,21469.37,172745.4
Geo 12,2022-11-21,23200.52,167461.66
Geo 12,2022-11-28,21789.95,169033.85
Geo 12,2022-12-05,21861.41,174810.11
Geo 12,2022-12-12,22342.92,177257.2
Geo 12,2022-12-19,22860.34,180549.54
Geo 12,2022-12-26,21954.13,176177.76
Geo 12,2023-01-02,21247.65,172597.03
Geo 12,2023-01-09,22208.54,178210.11
Geo 12,2023-01-16,22375.26,179593.11
Geo 12,2023-01-23,24591.31,177158.19
Geo 12,2023-01-30,24169.35,178390.66
Geo 12,2023-02-06,24693.02,182121.55
Geo 12,2023-02-13,23873.2,183093.83
Geo 12,2023-02-20,23122.11,183068.17
Geo 12,2023-02-27,23403.94,189700.89
Geo 12,2023-03-06,23003.67,191429.09
Geo 12,2023-03-13,22274.28,190552.26
Geo 12,2023-03-20,24145.51,186624.24
Geo 12,2023-03-27,24413.64,190477.52
Geo 12,2023-04-03,24740.79,196768.69
Geo 12,2023-04-10,23808.2,193879.72
Geo 12,2023-04-17,24101.31,196602.17
Geo 12,2023-04-24,22750.63,193347.29
Geo 12,2023-05-01,23953.06,194281.53
Geo 12,2023-05-08,24791.43,193492.8
Geo 12,2023-05-15,22468.27,188604.36
Geo 12,2023-05-22,22384.54,196532.62
Geo 12,2023-05-29,22309.41,194142.37
Geo 12,2023-06-05,22249.86,190530.25
Geo 12,2023-06-12,21511.95,182465.76
Geo 12,2023-06-19,23152.86,185216.42
Geo 12,2023-06-26,22775.63,183500.53
Geo 12,2023-07-03,22311.38,184332.15
Geo 12,2023-07-10,21903.47,181363.99
Geo 12,2023-07-17,20506.56,180143.9
Geo 12,2023-07-24,20770.22,176957.43
Geo 12,2023-07-31,21812.3,172868.06
Geo 12,2023-08-07,19585.3,173177.3
